id;cp;localidad;idProvincia
8203;3416;Kilometro 492 (Apeadero Fcgu);6
8204;3416;Kilometro 494 (Apeadero Fcgu);6
8205;3416;Kilometro 501 (Apeadero Fcgu);6
8206;3416;Kilometro 504 (Apeadero Fcgu);6
8207;3342;Kilometro 506 (Apeadero Fcgu);6
8208;3416;Kilometro 512 (Apeadero Fcgu);6
8209;3416;Kilometro 516 (Embarcadero Fcgu);6
8210;3342;Kilometro 517 (Apeadero Fcgu);6
8211;3403;Kilometro 55 (Embarcadero Fcgu);6
8212;3403;Kilometro 57 (Embarcadero Fcgu);6
8213;3403;Kilometro 61 (Embarcadero Fcgu);6
8214;3403;Kilometro 76 (Embarcadero Fcgu);6
8215;3403;Kilometro 84;6
8216;3403;Kilometro 89;6
8217;3403;Kilometro 95 (Apeadero Fcgu);6
8218;3476;La Agripina;6
8219;3230;La Amelia;6
8220;3196;La Amistad;6
8221;3483;La Angela;6
8222;3423;La Angelita;6
8223;3446;La Armonia;6
8224;3423;La Aurora (Concepcion, Dpto. Concepcion);6
8225;3472;La Aurora (Felipe Yofre, Dpto. Mercedes);6
8226;3470;La Belermina;6
8227;3466;La Blanca;6
8228;3344;La Blanqueada;6
8229;3443;La Bolsa;6
8230;3454;La Carlina;6
8231;3472;La Carlota;6
8232;3463;La Carmelita;6
8233;3460;La Cautiva;6
8234;3302;La Celeste;6
8235;3454;La Celia (Buena Vista, Dpto. Goya);6
8236;3445;La Celia (Yataiti Calle, Dpto. Lavalle);6
8237;3474;La Celina;6
8238;3230;La Colorada;6
8239;3454;La Concepcion (Buena Vista, Dpto. Goya);6
8240;3463;La Concepcion (Sauce, Dpto. Sauce);6
8241;3230;La Constancia;6
8242;3342;La Criolla;6
8243;3454;La Cruz (Buena Vista, Dpto. Goya);6
8244;3346;La Cruz (Dpto. San Martin);6
8245;3344;La Chiquita;6
8246;3463;La Delicia;6
8247;3454;La Diana;6
8248;3230;La Elena;6
8249;3403;La Eloisa;6
8250;3344;La Elsa;6
8251;3344;La Elva;6
8252;3454;La Elvira;6
8253;3196;La Emilia;6
8254;3463;La Estrella (Sauce, Dpto. Sauce);6
8255;3476;La Estrella (Solari, Dpto. Mercedes);6
8256;3463;La Fe;6
8257;3405;La Flecha (Embarcadero Fcgu);6
8258;3222;La Flor (Juan Pujol, Dpto. Monte Caseros);6
8259;3461;La Flor (Perugorria, Dpto. Curuzu Cuatia);6
8260;3197;La Florencia;6
8261;3461;La Florentina;6
8262;3466;La Floresta;6
8263;3220;La Florida;6
8264;3461;La Fortuna;6
8265;3463;La Garcia;6
8266;3230;La Haydee;6
8267;3427;La Herminia;6
8268;3302;La Hileorica;6
8269;3196;La Isabel;6
8270;3407;La Jaula;6
8271;3463;La Leonor;6
8272;3466;La Leontina;6
8273;3446;La Lolita;6
8274;3480;La Loma (Ita-Ibate, Dpto. Gral. Paz);6
8275;3344;La Loma (Torrent, Dpto. Gral. Alvear);6
8276;3446;La Luisa;6
8277;3344;La Magnolia;6
8278;3445;La Matilde;6
8279;3196;La Morocha;6
8280;3197;La Nena;6
8281;3483;La Pachina;6
8282;3224;La Palma;6
8283;3197;La Palmera;6
8284;3405;La Parada (Apeadero Fcgu);6
8285;3440;La Pastoril;6
8286;3423;La Pepita;6
8287;3463;La Porteña;6
8288;3358;La Pupil;6
8289;3420;La Querencia;6
8290;3414;La Union;6
8291;3463;La Vasconia;6
8292;3230;La Verde;6
8293;3420;Lago Arias;6
8294;3403;Laguna Alfonso;6
8295;3448;Laguna Avalos;6
8296;3401;Laguna Brava;6
8297;3401;Laguna Paiva;6
8298;3450;Laguna Pucu;6
8299;3445;Laguna Sirena;6
8300;3401;Laguna Soto;6
8301;3483;Lapacho;6
8302;3302;Las Animas;6
8303;3463;Las Cuchillas;6
8304;3302;Las Delicias;6
8305;3472;Las Elinas;6
8306;3432;Las Garzas;6
8307;3446;Las Lagunas;6
8308;3461;Las Lomas;6
8309;3445;Las Matreras;6
8310;3344;Las Mercedes;6
8311;3344;Las Palmas (Torrent, Dpto. Gral. Alvear);6
8312;3344;Las Palmitas (Alvear, Dpto. Gral. Alvear);6
8313;3403;Las Palmitas (Sal Luis Del Palmar, Dpto. San. L. Del Palmar);6
8314;3342;Las Ratas;6
8315;3472;Las Rosas;6
8316;3463;Las Taperas;6
8317;3302;Las Tres Hermanas;6
8318;3448;Laurel;6
8319;3420;Lauretti;6
8320;3443;Lavalle;6
8321;3445;Leon Cua;6
8322;3196;Libertad (Esquina, Dpto. Esquina);6
8323;3224;Libertad (Estacion Libertad, Dpto. Monte Caseros);6
8324;3302;Libertad (Ituzaingo, Dpto. Ituzaingo);6
8325;3197;Libertador;6
8326;3463;Limas Cue;6
8327;3465;Linda Vista (Cazadores Correntinos, Dpto. Curuzu Cuatia);6
8328;3463;Linda Vista (Sauce, Dpto. Sauce);6
8329;3460;Lobory;6
8330;3425;Loma Alta (Dpto. Mburucuya);6
8331;3302;Loma Alta (Ituzaingo, Dpto. Ituzaingo);6
8332;3405;Loma Alta (Lomas De Vallejos, Dpto. Gral. Paz);6
8333;3463;Loma Alta (Sauce, Dpto. Sauce);6
8334;3302;Loma Negra;6
8335;3302;Loma Poy;6
8336;3405;Lomas De Aguirre;6
8337;3418;Lomas De Empedrado;6
8338;3403;Lomas De Galarza;6
8339;3403;Lomas De Gonzalez;6
8340;3405;Lomas De Vallejos;6
8341;3405;Lomas De Vergara;6
8342;3403;Lomas Esquivel;6
8343;3432;Lomas Este;6
8344;3445;Lomas Floridas;6
8345;3405;Lomas Ramirez;6
8346;3407;Lomas Redondas;6
8347;3420;Lomas Saladas;6
8348;3483;Lomas San Juan;6
8349;3405;Lomas Vazquez;6
8350;3432;Lomas (Bella Vista, Dpto. Bella Vista);6
8351;3420;Lomas (Saladas, Dpto. Saladas);6
8352;3401;Lomas (San Cayetano, Dpto. Capital);6
8353;3483;Loreto;6
8354;3197;Los Algarrobos;6
8355;3423;Los Angeles;6
8356;3445;Los Angeles De Batel;6
8357;3344;Los Arboles;6
8358;3340;Los Bretes;6
8359;3454;Los Ceibos;6
8360;3197;Los Eucaliptos (Libertador, Dpto. Esquina);6
8361;3463;Los Eucaliptos (Sauce, Dpto. Sauce);6
8362;3196;Los Flotadores;6
8363;3302;Los Gemelos;6
8364;3199;Los Laureles (Dpto. Esquina);6
8365;3302;Los Laureles (Ituzaingo, Dpto. Ituzaingo);6
8366;3420;Los Lirios;6
8367;3230;Los Manantiales;6
8368;3197;Los Medios;6
8369;3197;Los Paraisos;6
8370;3230;Los Pinos;6
8371;3485;Los Sauces;6
8372;3461;Los Tres Amigos;6
8373;3346;Los Tres Cerros;6
8374;3302;Los Tres Hermanos;6
8375;3405;Los Vences;6
8376;3445;Luis Gomez;6
8377;3423;Lujambio;6
8378;3450;Lujan;6
8379;3432;Macedo;6
8380;3230;Madariaga;6
8381;3196;Malezal (Esquina, Dpto. Esquina);6
8382;3344;Malezal (Torrent, Dpto. Gral. Alvear);6
8383;3403;Maloya;6
8384;3405;Maloyita;6
8385;3199;Malvinas;6
8386;3199;Malvinas Centro;6
8387;3199;Malvinas Sud;6
8388;3427;Manantiales (Dpto. Mburucuya);6
8389;3448;Manantiales (San Roque, Dpto. San Roque);6
8390;3453;Manchita;6
8391;3412;Mandinga;6
8392;3418;Mansion De Invierno;6
8393;3416;Manuel Derqui;6
8394;3446;Manuel Florencio Mantilla;6
8395;3461;Maria;6
8396;3476;Maria Del Carmen;6
8397;3476;Maria Idalina;6
8398;3476;Mariano I. Loza;6
8399;3432;Martin;6
8400;3463;Martin Garcia;6
8401;3481;Martinez Cue;6
8402;3451;Maruchas;6
8403;3450;Maruchitas;6
8404;3453;Masdeu (Escuela 197);6
8405;3416;Matadero Santa Catalina;6
8406;3412;Matilde;6
8407;3448;Matrera;6
8408;3414;Mbalguiapu;6
8409;3481;Mbarigui;6
8410;3485;Mboi Cua;6
8411;3427;Mburucuya;6
8412;3420;Medio Dia;6
8413;3470;Mercedes;6
8414;3465;Minuanes (Embarcadero Fcgu);6
8415;3222;Mira Flores (Juan Pujol, Dpto. Monte Caseros);6
8416;3420;Mira Flores (Saladas, Dpto. Saladas);6
8417;3344;Mira Flores (Torrent, Dpto. Gral. Alvear);6
8418;3230;Mirador;6
8419;3231;Mirunga;6
8420;3226;Mocoreta;6
8421;3448;Mojon;6
8422;3485;Montaña;6
8423;3220;Monte Caseros;6
8424;3440;Monte Florido;6
8425;3403;Monte Grande;6
8426;3423;Montevideo;6
8427;3451;Mora;6
8428;3344;Morica;6
8429;3222;Mota;6
8430;3420;Muchas Islas;6
8431;3453;Ñaembe;6
8432;3405;Naranjaty;6
8433;3472;Naranjito (Felipe Yofre, Dpto. Mercedes);6
8434;3222;Naranjito (Juan Pujol, Dpto. Monte Caseros);6
8435;3448;Naranjito (San Roque, Dpto. San Roque);6
8436;3440;Naranjito (Santa Lucia, Dpto. Lavalle);6
8437;3461;Nina;6
8438;3407;Nuestra Señora Del Rosario De Caa Cati;6
8439;3474;Nueva Esperanza (Chavarria, Dpto. San Roque);6
8440;3230;Nueva Esperanza (Paso De Los Libres, Dpto.Paso De Los Libre);6
8441;3461;Nueva Granada;6
8442;3230;Nueva Palmira;6
8443;3340;Nuevo Paraiso;6
8444;3423;Nuevo Porvenir;6
8445;3483;Ñuruguay;6
8446;3405;Obraje Cue;6
8447;3403;Obraje Del Vasco;6
8448;3418;Ocanto Cue;6
8449;3450;Ocho De Diciembre;6
8450;3306;Ojo De Agua;6
8451;3405;Ombu Lomas;6
8452;3196;Ombu Solo;6
8453;3302;Ombu (Ituzaingo, Dpto. Ituzaingo);6
8454;3485;Ombu (San Miguel, Dpto. San Miguel);6
8455;3230;Ombucito;6
8456;3427;Oratorio (Mburucuya, Dpto. Mburucuya);6
8457;3403;Oratorio (San Luis Del Palmar, Dpto. San Luis Del Palmar);6
8458;3474;Oscuro;6
8459;3425;Pago Alegre;6
8460;3425;Pago De Los Deseos;6
8461;3465;Pago Largo;6
8462;3451;Pago Redondo;6
8463;3472;Paimbre;6
8464;3485;Palma Sola;6
8465;3405;Palmar Grande;6
8466;3481;Palmar (Arerungua, Dpto. Beron De Astrada);6
8467;3423;Palmar (Concepcion, Dpto. Concepcion);6
8468;3230;Palmar (Paso De Los Libres, Dpto. Paso De Los Libres);6
8469;3401;Palmera (Apeadero Fcgu);6
8470;3448;Palmira;6
8471;3344;Palmita (Alvear, Dpto. Gral Alvear);6
8472;3230;Palmita (Paso De Los Libres, Dpto. Paso De Los Libres);6
8473;3461;Palmitas;6
8474;3344;Pancho Cue;6
8475;3222;Parada Labougle;6
8476;3232;Parada Pucheta;6
8477;3460;Paraiso;6
8478;3420;Paraje Augua;6
8479;3480;Paraje Barranquitas;6
8480;3199;Paraje El Carmen;6
8481;3412;Paraje Iribu Cua;6
8482;3185;Paraje Portillo;6
8483;3197;Paraje Poton;6
8484;3454;Paraje San Isidro;6
8485;3453;Paranacito;6
8486;3400;Parque San Martin;6
8487;3427;Pasito;6
8488;3427;Paso Aguirre;6
8489;3197;Paso Algarrobo;6
8490;3460;Paso Ancho;6
8491;3454;Paso Bandera;6
8492;3463;Paso Bermudez;6
8493;3197;Paso Cejas;6
8494;3474;Paso Chañaral;6
8495;3409;Paso De La Patria;6
8496;3460;Paso De Las Piedras;6
8497;3230;Paso De Los Libres;6
8498;3463;Paso De Mula;6
8499;3407;Paso Florentin;6
8500;3407;Paso Gallego;6
8501;3423;Paso Iribu Cua;6
8502;3234;Paso Ledesma;6
8503;3454;Paso Los Angeles;6
8504;3401;Paso Lovera;6
8505;3423;Paso Lucero;6
8506;3401;Paso Martinez;6
8507;3401;Paso Pesoa;6
8508;3481;Paso Potrero;6
8509;3472;Paso Pucheta;6
8510;3407;Paso Saldaña;6
8511;3454;Paso San Juan;6
8512;3420;Pastores;6
8513;3470;Pay Ubre Chico;6
8514;3185;Pedro Diaz Colodrero;6
8515;3446;Pedro R. Fernandez;6
8516;3416;Pehuaho;6
8517;3403;Peichoto Cue;6
8518;3461;Perugorria;6
8519;3222;Piedrita;6
8520;3302;Pilincho (Ituzaingo, Dpto. Ituzaingo);6
8521;3222;Pilincho (Juan Pujol, Dpto. Monte Caseros);6
8522;3421;Pindo;6
8523;3420;Pindoncito;6
8524;3344;Piracu;6
8525;3344;Pirayu (Alvear, Dpto. Gral. Alvear);6
8526;3481;Pirayu (Beron De Astrada, Dpto. Beron De Astrada);6
8527;3448;Pirra Puy;6
8528;3358;Playadito;6
8529;3423;Porvenir (Concepcion, Dpto. Concepcion);6
8530;3306;Porvenir (San Carlos, Dpto. Ituzaingo);6
8531;3427;Potrero Grande;6
8532;3432;Progreso;6
8533;3196;Pueblito;6
8534;3403;Pueblito Espinosa;6
8535;3416;Pueblito San Juan;6
8536;3445;Pueblo De Julio;6
8537;3461;Puente Avalos;6
8538;3445;Puente Batel;6
8539;3445;Puerta Ifran;6
8540;3454;Puente Machuca;6
8541;3409;Puerto Araza;6
8542;3220;Puerto Ceibo;6
8543;3451;Puerto Goya;6
8544;3340;Puerto Hormiguero;6
8545;3226;Puerto Juan De Dios;6
8546;3340;Puerto Las Lajas;6
8547;3340;Puerto Piedra;6
8548;3302;Puerto Ubajay;6
8549;3302;Puerto Valle;6
8550;3487;Puesto Isla;6
8551;3480;Puesto Lata;6
8552;3405;Puisoye;6
8553;3463;Pujol Bedoya;6
8554;3427;Punta Grande (Mburucuya, Dpto. Mburucuya);6
8555;3405;Punta Grande (Palmar Grande, Dpto. Gral. Paz);6
8556;3453;Punta Ifran;6
8557;3302;Punta Mercedes;6
8558;3463;Puntas De Francisco Gomez;6
8559;3463;Puntas Del Tigre;6
8560;3230;Quinta Seccion Ombucito;6
8561;3440;Quinta Teresa;6
8562;3230;Quiyati;6
8563;3433;Raices;6
8564;3401;Ralera Sud;6
8565;3412;Ramada Paso;6
8566;3427;Ramones;6
8567;3416;Real Cue;6
8568;3230;Recreo;6
8569;3230;Reduccion;6
8570;3450;Remanso;6
8571;3403;Riachuelito (Apeadero Fcgu);6
8572;3416;Riachuelo;6
8573;3403;Riachuelo Bardeci;6
8574;3416;Riachuelo Sud;6
8575;3302;Rincon Chico;6
8576;3416;Rincon De Ambrosio;6
8577;3463;Rincon De Animas;6
8578;3416;Rincon De Empedrado;6
8579;3450;Rincon De Gomez;6
8580;3403;Rincon De Las Mercedes;6
8581;3451;Rincon De Mercedes;6
8582;3416;Rincon De San Lorenzo;6
8583;3197;Rincon De Sarandy;6
8584;3443;Rincon De Soto;6
8585;3185;Rincon De Tunas;6
8586;3460;Rincon De Yaguary (Curuzu Cuatia, Dpto. Curuzu Cuatia);6
8587;3451;Rincon Del Pago;6
8588;3302;Rincon Del Rosario;6
8589;3416;Rincon Del Sombrero;6
8590;3463;Rincon Del Tigre;6
8591;3234;Rincon Del Yaguary (San Antonio, Dpto. Paso De Los Libres);6
8592;3194;Rincon Guayquiraro;6
8593;3300;Rincon Itaembe;6
8594;3420;Rincon San Pedro;6
8595;3405;Rincon Zalazar;6
8596;3481;Rincon (Beron De Astrada, Dpto. Beron De Astrada);6
8597;3460;Rincon (Curuzu Cuatia, Dpto. Curuzu Cuatia);6
8598;3405;Rodeito;6
8599;3448;Rolon Cue;6
8600;3450;Rolon Jacinto;6
8601;3407;Romero;6
8602;3432;Romero Guazu;6
8603;3407;Rosadito;6
8604;3448;Rosado Grande;6
8605;3481;Ruiz Cue;6
8606;3222;Saenz Valiente;6
8607;3420;Saladas;6
8608;3443;Saladero San Antonio;6
8609;3445;Saldana;6
8610;3405;Saldaña;6
8611;3302;Salinas;6
8612;3445;Salinas Grandes (Gdor. Martinez, Dpto. Lavalle);6
8613;3448;Salinas Grandes (San Roque, Dpto. San Roque);6
8614;3423;San Agustin (Concepcion, Dpto. Concepcion);6
8615;3196;San Agustin (Esquina, Dpto. Esquina);6
8616;3454;San Alejo;6
8617;3342;San Alonso;6
8618;3226;San Andres;6
8619;3485;San Antonio Del Caiman;6
8620;3474;San Antonio (Chavarria, Dpto. San Roque);6
8621;3234;San Antonio (Dpto. Paso De Los Libres);6
8622;3196;San Antonio (Esquina, Dpto. Esquina);6
8623;3302;San Antonio (Ituzaingo, Dpto. Ituzaingo);6
8624;3222;San Antonio (Juan Pujol, Dpto. Monte Caseros);6
8625;3427;San Antonio (Mburucuya, Dpto. Mburucuya);6
8626;3340;San Antonio (Santo Tome - Dpto. Santo Tome);6
8627;3463;San Antonio (Sauce - Dpto. Sauce);6
8628;3445;San Antonio (Yataiti Calle - Dpto. Lavalle);6
8629;3300;San Borjita;6
8630;3306;San Carlos (Dpto. Ituzaingo);6
8631;3472;San Carlos (Felipe Yofre - Dpto. Mercedes);6
8632;3230;San Carlos (Paso De Los Libres - Dpto. Paso De Los Libres);6
8633;3344;San Carlos (Torrent - Dpto. Gral Alvear);6
8634;3401;San Cayetano;6
8635;3466;San Celestino;6
8636;3412;San Cosme;6
8637;3446;San Diego;6
8638;3450;San Dionisio;6
8639;3472;San Eduardo;6
8640;3420;San Emilio;6
8641;3440;San Eugenio;6
8642;3230;San Felipe;6
8643;3222;San Fermin;6
8644;3432;San Fernando (Bella Vista - Dpto. Bella Vista);6
8645;3196;San Fernando (Esquina - Dpto. Esquina);6
8646;3222;San Fernando (Juan Pujol - Dpto. Monte Caseros);6
8647;3414;San Francisco Cue;6
8648;3232;San Francisco (Cabred - Dpto. Paso De Los Libres);6
8649;3423;San Francisco (Concepcion - Dpto. Concepcion);6
8650;3196;San Francisco (Esquina - Dpto. Esquina);6
8651;3420;San Francisco (Saladas - Dpto. Saladas);6
8652;3340;San Francisco (Santo Tome - Dpto. Santo Tome);6
8653;3346;San Gabriel (La Cruz - Dpto. San Martin);6
8654;3340;San Gabriel (Santo Tome - Dpto. Santo Tome);6
8655;3450;San Gregorio (Goya - Dpto. Goya);6
8656;3226;San Gregorio (Mocoreta - Dpto. Monte Caseros);6
8657;3474;San Guillermo;6
8658;3196;San Gustavo;6
8659;3232;San Ignacio;6
8660;3454;San Isidro (Buena Vista - Dpto. Goya);6
8661;3414;San Isidro (Itati - Dpto. Itati);6
8662;3302;San Isidro (Ituzaingo - Dpto. Ituzaingo);6
8663;3234;San Isidro (San Antonio - Dpto. Paso De Los Libres);6
8664;3196;San Jacinto;6
8665;3302;San Javier;6
8666;3302;San Jeronimo;6
8667;3302;San Joaquin (Ituzaingo - Dpto. Ituzaingo);6
8668;3230;San Joaquin (Paso De Los Libres - Dpto. Paso De Los Libres);6
8669;3344;San Jose (Alvear - Dpto. Gral. Alvear);6
8670;3423;San Jose (Concepcion - Dpto. Concepcion);6
8671;3224;San Jose (Estacion Libertad - Dpto. Monte Caseros);6
8672;3407;San Jose (Gral. Paz - Dpto. Gral. Paz);6
8673;3401;San Jose (Ingenio Primer Correntino - Dpto. San Cosme);6
8674;3414;San Jose (Itati - Dpto. Itati);6
8675;3302;San Jose (Ituzaingo - Dpto. Ituzaingo);6
8676;3463;San Jose (Sauce - Dpto. Sauce);6
8677;3344;San Juan (Alvear - Dpto. Gral. Alvear);6
8678;3466;San Juan (Baibiene - Dpto. Curuzu Cuatia);6
8679;3423;San Juan (Concepcion - Dpto. Concepcion);6
8680;3196;San Juan (Esquina - Dpto. Esquina);6
8681;3302;San Juan (Ituzaingo - Dpto. Ituzaingo);6
8682;3427;San Juan (Mburucuya - Dpto. Mburucuya);6
8683;3230;San Juan (Paso De Los Libres - Dpto. Paso De Los Libres);6
8684;3448;San Juan (San Roque - Dpto. San Roque);6
8685;3302;San Julian;6
8686;3342;San Justo;6
8687;3416;San Lorenzo (Dpto. Saladas);6
8688;3197;San Lorenzo (Libertador - Dpto. Esquina);6
8689;3427;San Lorenzo (Mburucuya - Dpto. Mburucuya);6
8690;3463;San Luis Cue;6
8691;3403;San Luis Del Palmar;6
8692;3224;San Luis (Estacion Libertad - Dpto. Monte Caseros);6
8693;3197;San Luis (Libertador - Dpto. Esquina);6
8694;3463;San Luis (Sauce - Dpto. Sauce);6
8695;3445;San Luis (Yataiti Calle - Dpto. Lavalle);6
8696;3454;San Manuel;6
8697;3454;San Marcos;6
8698;3450;San Martin (Goya - Dpto. Goya);6
8699;3197;San Martin (Libertador - Dpto. Esquina);6
8700;3485;San Miguel (Dpto. San Miguel);6
8701;3224;San Miguel (Estacion Libertad - Dpto. Monte Caseros);6
8702;3423;San Nicanor;6
8703;3472;San Nicolas (Felipe Yofre - Dpto. Mercedes);6
8704;3420;San Nicolas (Saladas - Dpto. Saladas);6
8705;3485;San Nicolas (San Miguel - Dpto. San Miguel);6
8706;3421;San Nicolas (Tabay - Dpto. Concepcion);6
8707;3230;San Paladio;6
8708;3451;San Pedro (Colonia Porvenir - Dpto. Goya);6
8709;3474;San Pedro (Chavarria - Dpto. San Roque);6
8710;3302;San Pedro (Ituzaingo - Dpto. Ituzaingo);6
8711;3230;San Pedro (Paso De Los Libres - Dpto. Paso De Los Libres);6
8712;3461;San Pedro (Perugorria - Dpto. Curuzu Cuatia);6
8713;3344;San Pedro (Torrent - Dpto. Gral.Alvear);6
8714;3446;San Rafael (Manuel F. Mantilla - Dpto. San Roque);6
8715;3461;San Rafael (Perugorria - Dpto. Curuzu Cuatia);6
8716;3463;San Ramon;6
8717;3448;San Roque (Dpto. San Roque);6
8718;3196;San Roque (Esquina - Dpto. Esquina);6
8719;3471;San Roquito;6
8720;3471;San Salvador (Dpto. Paso De Los Libres);6
8721;3414;San Salvador (Itati - Dpto. Itati);6
8722;3222;San Salvador (Juan Pujol - Dpto. Monte Caseros);6
8723;3483;San Sebastian (Loreto - Dpto. San Miguel);6
8724;3448;San Sebastian (San Roque - Dpto. San Roque);6
8725;3466;San Vicente (Colonia Acuña - Dpto. Monte Caseros);6
8726;3196;San Vicente (Esquina - Dpto. Esquina);6
8727;3342;San Vicente (Gdor.Ing. Valentin Virasoro - Dpto. Santo Tome);6
8728;3302;Sangara;6
8729;3344;Santa Ana (Alvear-Dpto.Gral.Alvear);6
8730;3401;Santa Ana (Dpto.San Cosme);6
8731;3302;Santa Ana (Ituzaingo-Dpto.Ituzaingo);6
8732;3197;Santa Ana (Libertador-Dpto.Esquina);6
8733;3427;Santa Ana (Mburucuya-Dpto.Mburucuya);6
8734;3196;Santa Cecilia;6
8735;3230;Santa Elisa;6
8736;3232;Santa Emilia;6
8737;3474;Santa Irene;6
8738;3480;Santa Isabel (Ita Ibate-Dpto.Gral.Paz);6
8739;3197;Santa Isabel (Libertador-Dpto.Esquina);6
8740;3230;Santa Isabel (Paso De Los Libres-Dpto.Paso De Los Libres);6
8741;3485;Santa Isabel (San Miguel-Dpto.San Miguel);6
8742;3344;Santa Isabel (Torrent-Dpto.Gral.Alvear);6
8743;3466;Santa Juana;6
8744;3224;Santa Lea;6
8745;3196;Santa Librada;6
8746;3440;Santa Lucia (Dpto. Lavalle);6
8747;3445;Santa Lucia (Yataiti Calle -Dpto. Lavalle);6
8748;3222;Santa Magdalena;6
8749;3466;Santa Maria (Baibiene - Dpto. Curuzu Cuatia);6
8750;3423;Santa Maria (Concepcion - Dpto. Concepcion);6
8751;3302;Santa Maria (Ituzaingo - Dpto. Ituzaingo);6
8752;3224;Santa Marta;6
8753;3423;Santa Rita (Concepcion-Dpto.Concepcion);6
8754;3196;Santa Rita (Esquina-Dpto.Esquina);6
8755;3222;Santa Rita (Juan Pujol-Dpto.Monte Caseros);6
8756;3232;Santa Rita (Parada Pucheta-Dpto.Paso De Los Libres);6
8757;3412;Santa Rita (San Cosme-Dpto.San Cosme);6
8758;3344;Santa Rita (Torrent-Dpto.Gral.Alvear);6
8759;3466;Santa Rosa (Baibiene-Dpto.Curuzu Cuatia);6
8760;3421;Santa Rosa (Dpto.Concepcion);6
8761;3450;Santa Rosa (Goya-Dpto.Goya);6
8762;3358;Santa Rosa (Playadito-Dpto.Ituzaingo);6
8763;3463;Santa Rosa (Sauce-Dpto.Sauce);6
8764;3446;Santa Sinforosa;6
8765;3302;Santa Tecla;6
8766;3403;Santa Teresa (Lomas De Galarza - Dpto. San Luis Del Palmar);6
8767;3427;Santa Teresa (Mburucuya - Dpto. Mburucuya);6
8768;3463;Santa Teresa (Sauce - Dpto. Sauce);6
8769;3446;Santiago Alcorta;6
8770;3450;Santillan;6
8771;3449;Santo Domingo (Cañada Mala - Dpto. San Roque);6
8772;3412;Santo Domingo (Dpto. San Cosme);6
8773;3302;Santo Domingo (Ituzaingo-Dpto.Ituzaingo);6
8774;3222;Santo Domingo (Juan Pujol-Dpto.Monte Caseros);6
8775;3420;Santo Domingo (Saladas-Dpto.Saladas);6
8776;3306;Santo Tomas (San Carlos-Dpto.Ituzaingo);6
8777;3448;Santo Tomas (San Roque-Dpto.San Roque);6
8778;3340;Santo Tome;6
8779;3403;Santos Lugares;6
8780;3460;Sarandi (Curuzu Cuatia-Dpto.Curuzu Cuatia);6
8781;3196;Sarandi (Esquina-Dpto.Esquina);6
8782;3423;Sauce (Concepcion - Dpto. Concepcion);6
8783;3463;Sauce (Dpto. Sauce);6
8784;3463;Saucesito;6
8785;3416;Seccion Primera Sun Juan;6
8786;3446;Seriano-Cue;6
8787;3485;Silvero Cue;6
8788;3460;Siete Arboles;6
8789;3412;Socorro;6
8790;3476;Solari;6
8791;3450;Soledad (Goya - Dpto. Goya);6
8792;3420;Soledad (Saladas - Dpto. Saladas);6
8793;3412;Soledad (San Cosme - Dpto. San Cosme);6
8794;3403;Sombrero;6
8795;3342;Sosa;6
8796;3420;Sosa Cue;6
8797;3463;Soto;6
8798;3421;Tabay;6
8799;3340;Tablada (Santo Tome - Dpto. Santo Tome);6
8800;3222;Tacuabe;6
8801;3481;Tacuaracarendy;6
8802;3471;Tacuaral Mercedes;6
8803;3485;Tacuaral (Colonia Madariaga - Dpto. San Miguel);6
8804;3405;Tacuaral (Dpto. Gral. Paz);6
8805;3485;Tacuarembo;6
8806;3423;Tajibo;6
8807;3401;Tala Cora;6
8808;3461;Tala Paso;6
8809;3405;Talaty;6
8810;3423;Talita Cue;6
8811;3220;Talleres;6
8812;3344;Tambo Nuevo;6
8813;3485;Tape Rati;6
8814;3232;Tapebicua;6
8815;3472;Tarangullo;6
8816;3342;Tareiri;6
8817;3423;Tartaguito;6
8818;3450;Tartaria;6
8819;3421;Tatacua (Dpto. Concepcion);6
8820;3448;Tatacua (San Roque - Dpto. San Roque);6
8821;3472;Tatare;6
8822;3476;Teblenari;6
8823;3460;Tierra Colorada;6
8824;3480;Tilita;6
8825;3448;Timbo;6
8826;3407;Timbo Cora;6
8827;3483;Timbo Paso;6
8828;3222;Timboy;6
8829;3344;Tingui;6
8830;3403;Tiquino;6
8831;3405;Tolatu;6
8832;3340;Topador;6
8833;3197;Toro Chipay;6
8834;3481;Toro I;6
8835;3481;Toro Pichay;6
8836;3427;Toros Cora;6
8837;3344;Torrent;6
8838;3302;Tres Arboles;6
8839;3454;Tres Bocas (Buena Esperanza - Dpto. Goya);6
8840;3194;Tres Bocas (Guayquiraro - Dpto. Esquina);6
8841;3344;Tres Capones;6
8842;3346;Tres Cerros;6
8843;3403;Tres Cruces;6
8844;3423;Tres Hermanas;6
8845;3230;Tres Hojas;6
8846;3340;Tres Taperas;6
8847;3403;Tripoli;6
8848;3230;Tristan Chico;6
8849;3460;Tunitas;6
8850;3412;Tuyuti;6
8851;3471;Uguay;6
8852;3302;Uriburu;6
8853;3474;Uruguay;6
8854;3460;Vaca Cua;6
8855;3481;Valencia;6
8856;3403;Vecindad;6
8857;3445;Vedoya;6
8858;3427;Veloso;6
8859;3405;Vergara;6
8860;3405;Vergara Lomas;6
8861;3485;Veron Cue;6
8862;3433;Villa 3 De Abril;6
8863;3440;Villa Aquino;6
8864;3440;Villa Cordoba;6
8865;3196;Villa Cristia;6
